Metal,Substrate,theta,Temp,Me_MagpieData mean Number,Me_MagpieData mean MendeleevNumber,Me_MagpieData mean AtomicWeight,Me_MagpieData mean MeltingT,Me_MagpieData mean Column,Me_MagpieData mean Row,Me_MagpieData mean CovalentRadius,Me_MagpieData mean Electronegativity,Me_MagpieData mean NsValence,Me_MagpieData mean NpValence,Me_MagpieData mean NdValence,Me_MagpieData mean NfValence,Me_MagpieData mean NValence,Me_MagpieData mean NsUnfilled,Me_MagpieData mean NpUnfilled,Me_MagpieData mean NdUnfilled,Me_MagpieData mean NUnfilled,Me_MagpieData mean GSvolume_pa,Me_MagpieData mean GSbandgap,Me_MagpieData mean GSmagmom,Me_MagpieData mean SpaceGroupNumber,Ce_MagpieData mean Number,Ce_MagpieData mean MendeleevNumber,Ce_MagpieData mean AtomicWeight,Ce_MagpieData mean MeltingT,Ce_MagpieData mean Column,Ce_MagpieData mean Row,Ce_MagpieData mean CovalentRadius,Ce_MagpieData mean Electronegativity,Ce_MagpieData mean NsValence,Ce_MagpieData mean NpValence,Ce_MagpieData mean NdValence,Ce_MagpieData mean NfValence,Ce_MagpieData mean NValence,Ce_MagpieData mean NsUnfilled,Ce_MagpieData mean NpUnfilled,Ce_MagpieData mean NdUnfilled,Ce_MagpieData mean NfUnfilled,Ce_MagpieData mean NUnfilled,Ce_MagpieData mean GSvolume_pa,Ce_MagpieData mean GSbandgap,Ce_MagpieData mean GSmagmom,Ce_MagpieData mean SpaceGroupNumber
Ni0.425Pd0.425Ti0.15,Al2O3,70,1523,34.75,58.725,77.353245,1802.47125,9.1,4.425,135.775,1.97775,1.15,0,7.95,0,9.1,0,0,2.05,2.05,13.01375,0,0.253046128,220.35,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ni0.375Pd0.375Ti0.25,Al2O3,50,1523,33.25,56.875,73.884275,1818.76875,8.5,4.375,138.625,1.92625,1.25,0,7.25,0,8.5,0,0,2.75,2.75,13.44625,0,0.223278646,217.25,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Al,Al2O3,103,1173,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Al,Si1O2,150,973,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al,Si1O2,98,1073,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al,Si1O2,68,1173,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al,Ca1O1,100,1173,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,14,47,28.0387,584.9,9,3,121,2.22,2,2,0,0,4,0,1,0,0,1,23.4375,0,0,118.5
Ag,Al2O3,130,1373,47,65,107.8682,1234.93,11,5,145,1.93,1,0,10,0,11,1,0,0,1,16.33,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Al,Al2O3,82,1150,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Au,Al2O3,140,1373,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Au,Al2O3,131,1365,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu,Al2O3,128,1423,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Fe,Al2O3,109,1853,26,55,55.845,1811,8,4,132,1.83,2,0,6,0,8,0,0,4,4,10.73,0,2.1106628,229,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Fe,Al2O3,130,1873,26,55,55.845,1811,8,4,132,1.83,2,0,6,0,8,0,0,4,4,10.73,0,2.1106628,229,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ga,Al2O3,118,1173,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
In,Al2O3,124,429,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ni,Al2O3,109,1773,28,61,58.6934,1728,10,4,124,1.91,2,0,8,0,10,0,0,2,2,10.32,0,0.5953947,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ni,Al2O3,123,1873,28,61,58.6934,1728,10,4,124,1.91,2,0,8,0,10,0,0,2,2,10.32,0,0.5953947,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Pb,Al2O3,117,1173,82,81,207.2,600.61,14,6,146,2.33,2,2,10,14,28,0,4,0,4,28.11,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Pb,Al2O3,132,1173,82,81,207.2,600.61,14,6,146,2.33,2,2,10,14,28,0,4,0,4,28.11,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sb,Al2O3,102,998,51,85,121.76,903.78,15,5,139,2.05,2,3,10,0,15,0,3,0,3,31.56,0,0,166,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Si,Al2O3,80,1723,14,78,28.0855,1687,14,3,111,1.9,2,2,0,0,4,0,4,0,4,20.44,0.773,0,227,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,125,1373,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Al0.98Ca0.02,Ca1O1,92,1173,13.14,71.68,27.24346783,937.1006,12.78,3.02,122.1,1.5978,2,0.98,0,0,2.98,0,4.9,0,4.9,16.9058,0,0,225,14,47,28.0387,584.9,9,3,121,2.22,2,2,0,0,4,0,1,0,0,1,23.4375,0,0,118.5
Al0.9Mg0.1,Mg1O1,102,1173,12.9,72.5,26.71388474,932.423,11.9,3,123,1.58,2,0.9,0,0,2.9,0,4.5,0,4.5,17.121,0,0,221.9,10,77.5,20.1522,488.9,9,2.5,103.5,2.375,2,2,0,0,4,0,1,0,0,1,15.9975,0,0,103
Cu,Al2O3,120,1523,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.975O0.025,Al2O3,30,1523,28.475,64.575,62.357335,1325.19575,11.125,3.95,130.35,1.9385,1.025,0.1,9.75,0,10.875,0.975,0.05,0,1.025,11.020875,0,0,219.675,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.9Ti0.1,Ti1O1,30,1423,28.3,61.9,61.9781,1416.093,10.3,4,134.8,1.864,1.1,0,9.2,0,10.3,0.9,0,0.8,1.7,11.632,0,2.25E-06,221.9,15,65,31.9332,997.9,10,3,113,2.49,2,2,1,0,5,0,1,4,0,5,12.8975,0,1.13E-05,103
Cu,Al2O3,128,1373,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.975Ti0.025,Al2O3,75,1373,28.825,63.475,63.154025,1372.35075,10.825,4,132.7,1.891,1.025,0,9.8,0,10.825,0.975,0,0.2,1.175,11.2105,0,5.63E-07,224.225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.95Ti0.05,Al2O3,44,1373,28.65,62.95,62.76205,1386.9315,10.65,4,133.4,1.882,1.05,0,9.6,0,10.65,0.95,0,0.4,1.35,11.351,0,1.13E-06,223.45,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.925Ti0.075,Al2O3,31,1373,28.475,62.425,62.370075,1401.51225,10.475,4,134.1,1.873,1.075,0,9.4,0,10.475,0.925,0,0.6,1.525,11.4915,0,1.69E-06,222.675,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.9Ti0.1,Al2O3,27,1373,28.3,61.9,61.9781,1416.093,10.3,4,134.8,1.864,1.1,0,9.2,0,10.3,0.9,0,0.8,1.7,11.632,0,2.25E-06,221.9,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.875Ti0.125,Al2O3,21,1373,28.125,61.375,61.586125,1430.67375,10.125,4,135.5,1.855,1.125,0,9,0,10.125,0.875,0,1,1.875,11.7725,0,2.82E-06,221.125,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.75Ti0.25,Al2O3,33,1273,27.25,58.75,59.62625,1503.5775,9.25,4,139,1.81,1.25,0,8,0,9.25,0.75,0,2,2.75,12.475,0,5.63E-06,217.25,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.75Ti0.25,Al2O3,16,1373,27.25,58.75,59.62625,1503.5775,9.25,4,139,1.81,1.25,0,8,0,9.25,0.75,0,2,2.75,12.475,0,5.63E-06,217.25,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.75Ti0.25,Al2O3,10,1473,27.25,58.75,59.62625,1503.5775,9.25,4,139,1.81,1.25,0,8,0,9.25,0.75,0,2,2.75,12.475,0,5.63E-06,217.25,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.75Ti0.25,Al2O3,12,1573,27.25,58.75,59.62625,1503.5775,9.25,4,139,1.81,1.25,0,8,0,9.25,0.75,0,2,2.75,12.475,0,5.63E-06,217.25,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Al,Si1O2,87.5,1073,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.92Mg0.08,Si1O2,76.5,1073,12.92,72.6,26.76741551,932.6324,12.12,3,122.6,1.586,2,0.92,0,0,2.92,0,4.6,0,4.6,16.9928,0,0,222.52,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.8Mg0.2,Si1O2,50,1073,12.8,72,26.44623088,931.376,10.8,3,125,1.55,2,0.8,0,0,2.8,0,4,0,4,17.762,0,0,218.8,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.57Mg0.43,Si1O2,18,1073,12.57,70.85,25.830627,928.9679,8.27,3,129.6,1.481,2,0.57,0,0,2.57,0,2.85,0,2.85,19.2363,0,0,211.67,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.31Mg0.69,Si1O2,6.5,1073,12.31,69.55,25.13472697,926.2457,5.41,3,134.8,1.403,2,0.31,0,0,2.31,0,1.55,0,1.55,20.9029,0,0,203.61,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Mg,Si1O2,4,1073,12,68,24.305,923,2,3,141,1.31,2,0,0,0,2,0,0,0,0,22.89,0,0,194,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.57Mg0.43,Si1O2,15,1023,12.57,70.85,25.830627,928.9679,8.27,3,129.6,1.481,2,0.57,0,0,2.57,0,2.85,0,2.85,19.2363,0,0,211.67,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.57Mg0.43,Si1O2,32,1123,12.57,70.85,25.830627,928.9679,8.27,3,129.6,1.481,2,0.57,0,0,2.57,0,2.85,0,2.85,19.2363,0,0,211.67,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Au,Al2O3,137.5,1423,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Au0.99Ti0.01,Al2O3,97.22222222,1423,78.43,65.77,195.4755733,1343.3667,10.93,5.98,136.24,2.53,1.01,0,9.92,13.86,24.79,0.99,0,0.08,1.07,16.6999,0,2.25E-07,224.69,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Au0.98Ti0.02,Al2O3,85.83333333,1423,77.86,65.54,193.9845776,1349.4034,10.86,5.96,136.48,2.52,1.02,0,9.84,13.72,24.58,0.98,0,0.16,1.14,16.6998,0,4.51E-07,224.38,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Au0.97Ti0.03,Al2O3,78.33333333,1423,77.29,65.31,192.4935819,1355.4401,10.79,5.94,136.72,2.51,1.03,0,9.76,13.58,24.37,0.97,0,0.24,1.21,16.6997,0,6.76E-07,224.07,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Au0.94Ti0.06,Al2O3,69.16666667,1423,75.58,64.62,188.0205949,1373.5502,10.58,5.88,137.44,2.48,1.06,0,9.52,13.16,23.74,0.94,0,0.48,1.42,16.6994,0,1.35E-06,223.14,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Au0.92Ti0.08,Al2O3,68.05555556,1423,74.44,64.16,185.0386035,1385.6236,10.44,5.84,137.92,2.46,1.08,0,9.36,12.88,23.32,0.92,0,0.64,1.56,16.6992,0,1.80E-06,222.52,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ga,Al2O3,125.2777778,1323,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ga0.996Ti0.004,Al2O3,74.27631579,1323,30.964,73.876,69.635576,309.46236,12.964,4,122.152,1.80892,2,0.996,9.968,0,12.964,0,4.98,0.032,5.012,18.84883,0,9.01E-08,64.52,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ga0.992Ti0.008,Al2O3,72.71929825,1323,30.928,73.752,69.548152,316.01472,12.928,4,122.304,1.80784,2,0.992,9.936,0,12.928,0,4.96,0.064,5.024,18.84016,0,1.80E-07,65.04,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ga0.991Ti0.009,Al2O3,69.41520468,1323,30.919,73.721,69.526296,317.65281,12.919,4,122.342,1.80757,2,0.991,9.928,0,12.919,0,4.955,0.072,5.027,18.8379925,0,2.03E-07,65.17,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ga0.99Ti0.01,Al2O3,65.55555556,1323,30.91,73.69,69.50444,319.2909,12.91,4,122.38,1.8073,2,0.99,9.92,0,12.91,0,4.95,0.08,5.03,18.835825,0,2.25E-07,65.3,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ga0.978Ti0.022,Al2O3,63.10672515,1323,30.802,73.318,69.242168,338.94798,12.802,4,122.836,1.80406,2,0.978,9.824,0,12.802,0,4.89,0.176,5.066,18.809815,0,4.96E-07,66.86,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ga0.962Ti0.038,Al2O3,56.33040936,1323,30.658,72.822,68.892472,365.15742,12.658,4,123.444,1.79974,2,0.962,9.696,0,12.658,0,4.81,0.304,5.114,18.775135,0,8.56E-07,68.94,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ga0.957Ti0.043,Al2O3,64.80263158,1323,30.613,72.667,68.783192,373.34787,12.613,4,123.634,1.79839,2,0.957,9.656,0,12.613,0,4.785,0.344,5.129,18.7642975,0,9.69E-07,69.59,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ga0.938Ti0.062,Al2O3,56.99561404,1323,30.442,72.078,68.367928,404.47158,12.442,4,124.356,1.79326,2,0.938,9.504,0,12.442,0,4.69,0.496,5.186,18.723115,0,1.40E-06,72.06,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ga0.92Ti0.08,Al2O3,64.16666667,1323,30.28,71.52,67.97452,433.9572,12.28,4,125.04,1.7884,2,0.92,9.36,0,12.28,0,4.6,0.64,5.24,18.6841,0,1.80E-06,74.4,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.99Ti0.01,Mg1O1,95,1423,28.93,63.79,63.38921,1363.6023,10.93,4,132.28,1.8964,1.01,0,9.92,0,10.93,0.99,0,0.08,1.07,11.1262,0,2.25E-07,224.69,10,77.5,20.1522,488.9,9,2.5,103.5,2.375,2,2,0,0,4,0,1,0,0,1,15.9975,0,0,103
Cu0.98Ti0.02,Mg1O1,61.9371345,1423,28.86,63.58,63.23242,1369.4346,10.86,4,132.56,1.8928,1.02,0,9.84,0,10.86,0.98,0,0.16,1.14,11.1824,0,4.51E-07,224.38,10,77.5,20.1522,488.9,9,2.5,103.5,2.375,2,2,0,0,4,0,1,0,0,1,15.9975,0,0,103
Cu0.97Ti0.03,Mg1O1,44.44444444,1423,28.79,63.37,63.07563,1375.2669,10.79,4,132.84,1.8892,1.03,0,9.76,0,10.79,0.97,0,0.24,1.21,11.2386,0,6.76E-07,224.07,10,77.5,20.1522,488.9,9,2.5,103.5,2.375,2,2,0,0,4,0,1,0,0,1,15.9975,0,0,103
Cu0.96Ti0.04,Mg1O1,37.5,1423,28.72,63.16,62.91884,1381.0992,10.72,4,133.12,1.8856,1.04,0,9.68,0,10.72,0.96,0,0.32,1.28,11.2948,0,9.01E-07,223.76,10,77.5,20.1522,488.9,9,2.5,103.5,2.375,2,2,0,0,4,0,1,0,0,1,15.9975,0,0,103
Cu0.94Ti0.06,Mg1O1,28.05555556,1423,28.58,62.74,62.60526,1392.7638,10.58,4,133.68,1.8784,1.06,0,9.52,0,10.58,0.94,0,0.48,1.42,11.4072,0,1.35E-06,223.14,10,77.5,20.1522,488.9,9,2.5,103.5,2.375,2,2,0,0,4,0,1,0,0,1,15.9975,0,0,103
Cu,Al2O3,128.5964912,1423,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.99Ti0.01,Al2O3,88.88888889,1423,28.93,63.79,63.38921,1363.6023,10.93,4,132.28,1.8964,1.01,0,9.92,0,10.93,0.99,0,0.08,1.07,11.1262,0,2.25E-07,224.69,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.98Ti0.02,Al2O3,51.38157895,1423,28.86,63.58,63.23242,1369.4346,10.86,4,132.56,1.8928,1.02,0,9.84,0,10.86,0.98,0,0.16,1.14,11.1824,0,4.51E-07,224.38,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.96Ti0.04,Al2O3,33.05555556,1423,28.72,63.16,62.91884,1381.0992,10.72,4,133.12,1.8856,1.04,0,9.68,0,10.72,0.96,0,0.32,1.28,11.2948,0,9.01E-07,223.76,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.94Ti0.06,Al2O3,23.61111111,1423,28.58,62.74,62.60526,1392.7638,10.58,4,133.68,1.8784,1.06,0,9.52,0,10.58,0.94,0,0.48,1.42,11.4072,0,1.35E-06,223.14,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.92Ti0.08,Al2O3,16.9371345,1423,28.44,62.32,62.29168,1404.4284,10.44,4,134.24,1.8712,1.08,0,9.36,0,10.44,0.92,0,0.64,1.56,11.5196,0,1.80E-06,222.52,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Si1O2,128.0555556,1273,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Sn0.99Ti0.01,Si1O2,48.33333333,1273,49.72,79.63,118.00157,519.4392,13.9,4.99,139.21,1.9558,2,1.98,9.92,0,13.9,0,3.96,0.08,4.04,33.11905,0,2.25E-07,141.53,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Sn0.98Ti0.02,Si1O2,31.38157895,1273,49.44,79.26,117.29314,533.7984,13.8,4.98,139.42,1.9516,2,1.96,9.84,0,13.8,0,3.92,0.16,4.08,32.9531,0,4.51E-07,142.06,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Sn0.97Ti0.03,Si1O2,19.44444444,1273,49.16,78.89,116.58471,548.1576,13.7,4.97,139.63,1.9474,2,1.94,9.76,0,13.7,0,3.88,0.24,4.12,32.78715,0,6.76E-07,142.59,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Sn0.96Ti0.04,Si1O2,13.05555556,1273,48.88,78.52,115.87628,562.5168,13.6,4.96,139.84,1.9432,2,1.92,9.68,0,13.6,0,3.84,0.32,4.16,32.6212,0,9.01E-07,143.12,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Sn0.94Ti0.06,Si1O2,6.381578947,1273,48.32,77.78,114.45942,591.2352,13.4,4.94,140.26,1.9348,2,1.88,9.52,0,13.4,0,3.76,0.48,4.24,32.2893,0,1.35E-06,144.18,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Sn,Al2O3,128.0555556,1173,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
